reviewerID,asin,reviewerName,helpful,comment,rating,summary,unixReviewTime,reviewTime,month,year,word_count,sentiment,product,issue,product_clean,issue_clean
A1GGWEX2RW0IRW,B003VYC31Q,Boudin,"[2, 2]","Cranked up right out the box, only requires you to attach nozzle.  I use it to clean carport, driveway, and piles of leaves/grass in the yard.  Works great for all purposes and cant beat a 7 year warranty.",5.0,This thing blows,1305072000,"05 11, 2011",5,2011,37,85,Blower,,blower,
AOMEH9W6LHC4S,B007UII5EI,Personne,"[0, 1]","The Perky Pet company has been rolling out this new series of feeders this year.  I wasn't completely impressed with the smallerPerky-Pet 130TF 8-Ounce Glass Top Fill Hummingbird Feeder, in large part because of the absence of perches.  But this one fits the bill.  Fillup is a little easier with the large-mouthed top (you've still got to be careful walking with it), and cleanup is simplified by the snap-apart design.  The perches are there and the overall appearance (at least by human standards) is more attractive than the previous large model with its more cylindrical shape.But of course the real proof is the birds.  In my experience the birds tend to stay away from a new feeder for a day or two.  Perhaps they're watching to make sure it doesn't turn into a cat or something.  But not with this one.  As soon as the birds were out and about, they were on this one.  Perhaps it's the bright white 'flowers'.  It would be interesting to know just how these flowers are designed, but the hummers seem to like these.  It's nice to keep them coming back.",5.0,Hello hummer,1369872000,"05 30, 2013",5,2013,187,75,Feeder,Perches,feeder,perches
A1T547OQW4TLZX,B000FJYTC6,Mr. Clarke,"[0, 0]","My four star ratings are based on the flimsiness of the product. It has to be handled with care. I like it because it is helping to keep the 1/4&#34; dripline in place. However, I could have achieved that objective without the Rain Bird Landscape system. The bug prevention concept is noble but does not apply to my need.",4.0,Too Flimsy,1399334400,"05 6, 2014",5,2014,58,40,dripline,flimsiness,dripline,flimsiness
A2XNCEHLFPXAUJ,B000PBZFJK,Fred C. Richards,"[0, 0]","I bought the one with the small bottle and refresh it twice a week, The birds love it. The ants love it too but it is a death trap for them. They tell me ants are high in protein?",5.0,Absolutely the best humming bird feeder I've tried,1377388800,"08 25, 2013",8,2013,39,70,feeder,ants,feeder,ants
A100WO06OQR8BQ,B00004RBDU,"Duffer. ""Bo""","[1, 1]","I purchased these refills at the same time that I purchased the flea trap. There are no fleas in this area who are willing to step on these sticky discs. As a result, the flea trap is of no use to me. These refills are of no use to me as well  and that is why I can give only one star. They cost only $5.76 which is too small an amount to consider returning this item. I plan to offer the flea trap and the refills on the local freecycle website in case there is someone who has a flea problem and wants to try this option.",1.0,Useless To Me,1347148800,"09 9, 2012",9,2012,107,15,refills,uselessness,refills,uselessness
AHQBXGFFMBBC9,B002D925D6,kazper,"[2, 3]","I currently have two geobins going in my backyard, but they were taking forever to compost. Part of this is my fault, as I don't turn the piles often enough. As a remedy to this, I decided a tumbler was the way to go. I was searching high and low for one when I came across this product on a Woot! deal. It was priced better than anywhere else so I decided to give it a try.It comes fully assembled and ready to go. A few other tumblers I read about require a great deal of assembly, including numerous screws that eventual rust or break. This product consists of a large bin and the base. You can set it up out of the box in less than a minute! The barrel does have some weight to it, roughly around 30 pounds empty.I have read a few reviews about the hole being too small to fit a shovel or other instruments in. I have not had this problem at all. I was able to transfer compost from my geobin piles into the tumbler with no problem whatsoever.My suggestion is to only fill the container half or 3/4 of the way. Empty it seems pretty heavy, but would quickly become unmanagable the more materials you put in it. I decided to put the tumbler next to my garden so it could get more sun. I rolled it from the compost piles to the garden. It wasn't the easiest thing to roll, but it did eventually make it (after knocking me in the shins a few times, ouch!) Even with it being only 1/2 full, this was quite a chore.The holes in the bin seem like they are a decent size. They are not large enough to allow scraps to fall out, but small enough to allow some rain water in. It seems to be the perfect size without oversaturating the compost materials.I would buy this product again in a heart beat. Turning it is super simple (I think my almost 2 year old could do it if he had a little more strength), and much quicker than turning a pile with a shovel. I can go through roughly 10 rotations in a minute if I wanted to.",5.0,Exactly what I was looking for,1367366400,"05 1, 2013",5,2013,370,75,tumbler,weight,tumbler,weight
A130VGG4P4PW5J,B0001WYNP0,"SirTaz ""Geniebugged""","[1, 3]","Bought two after watching neighbor's do fairly well except for watering neglect.This year will have her hang closer to our yard so we can keep eye on it.These two, when set, will be accessible to daily watering as needed.  It doesn't look to be any 'foam ring' in these 2.  BUT one can always stir 'foam packing peanuts' into dirt/potting mixture, which will create some lightness to over all hanging weight, as well as help with water retention.As to Fabric rotting/giving out after one season vs the earlier reviews. Sounds like the typical of past 4 yrs of IMPORTED product where the MFG has reduced the quality of the fabric.",4.0,What kind of soil do U all Use?  Will a 'soiless' mix work,1295654400,"01 22, 2011",1,2011,108,45,planter,quality,planter,quality
A2LB2ZZ8VSIDWI,B000WEOQV8,Jo40788,"[1, 1]",I just started smoking and this thing is excellent for starting the smoker.  The charcoal was fully lit in 10 minutes and ready to go. Very simple to use and worth every penny which I think this is a great price.,5.0,Not sure why anyone would do without this,1365292800,"04 7, 2013",4,2013,40,90,smoker,,smoker,
A3C2JQC6R2K52C,B000PBZFJK,ladyfingers,"[14, 16]","I buy hummingbird feeders locally whenever there are end of season sales.  Six or seven hang out in our very large yard at any given time; we've gone through many different styles and brands.  Best-1 hummingbird feeders have held up the longest (7+ years) and seem to be the hummingbirds' favorite.  As a matter of fact, the only time one failed is when a raccoon tried to drink out of one, the feeder fell, and the glass bottle broke.  With any other, you'd have to throw the whole thing away.  No problem here--replacement parts are made and sold.These feeders can be found elsewhere at cheaper prices, and replacements for either the glass top or plastic bottom can be bought separately.  Look up Nottawa Wild Bird Supply (can be found online) in Indiana.  They sell this 8 oz. feeder for $8, the base replacement for $5, or the 8 oz. glass top for $3.  I stop in whenever I'm in the area--it's a birder's paradise.",5.0,A Time-Tested Reliable Feeder,1307318400,"06 6, 2011",6,2011,158,85,feeder,durability,feeder,durability
A21ELWFJMQSXSO,B000RULG8I,Carol Stordock,"[0, 0]",It is exactly as desribed but my ignorance ofmaterial used  made me have hier expextation. The door is a little flimsy and I use care when using it since I want it to last and not break too soon.,3.0,Had hoped for more.,1368057600,"05 9, 2013",5,2013,39,40,door,flimsy,door,flimsy
AM74IGYP9MFNE,B001RCTX4E,Allerion,"[0, 0]",Covers about a 30' radius mounted in the ground.  Covers almost my entire back yard when mounted on top of a six foot landscaping pole.  Quiet.  Very low water impact.  So little force is imparted to the water than the birds play in the spray all day.,5.0,Covers about a 30' radius mounted in the ground. ...,1404259200,"07 2, 2014",7,2014,46,85,Sprinkler,,sprinkler,
A30OF3ZLZEJVGT,B00004TBKI,Bill Shultz,"[0, 0]","Don't waste your time or money on this peace of pretty plastic.  Using the bait that came with it and the bait refills I bought extra, it never trapped one yellow jacket in an area well populated with the little pests.  Save your money and get a good fly swatter and some spray for the nests.",1.0,At total waste of money,1376611200,"08 16, 2013",8,2013,56,10,trap,ineffective,trap,ineffective
AEC90GPFKLAAW,B004Y0F5SE,"Lisa Kearns ""Lisa Kearns""","[1, 1]","We live on a farm and have a constant war with the mice in the barn.  They chew into bags of feed and spill it.  But even worse, they pee and poop in the feed so you can't scoop it up and use it.  I used D-con poison for a while, but our dog knocked over a pallet that was blocking the entrance to the feed stall and ate some of it.  He had to be taken to the emergency vet because he was bleeding internally (he survived to cause trouble another day).  I've used glue traps, which worked somewhat, but tended to catch more crickets and spiders than mice.  Plus I didn't like that the mice died a long agonizing death once caught on the glue.  I've had the best luck with good old fashioned spring traps, which kill immediately, are inexpensive, and aren't dangerous to pets or children.I decided to give these bait stations a try, since they're pet and kid resistant.  I set up both stations in the feed room, and left two of my snap traps, just in case.  In three days I caught one mouse in the snap traps, but neither of the bait stations had even been nibbled, despite carefully selecting a place the mice like to run along a wall on their way to the feed.  I pried off the lids to make sure, but the baits had been ignored.So, I give the safe design of this product 5 stars, but the bait itself 2 stars, for a total of 3 stars.",3.0,"Great design, but bait didn't attract any mice",1396224000,"03 31, 2014",3,2014,256,40,bait-stations,ineffective,bait-stations,ineffective
A20EG26THALF90,B004A84XI8,Big Carl,"[0, 0]","Have had it for 2 seasons. The only complaint, which most yell about is the battery longevity. Taking the fact it takes 8 hours or so to recharge and they last about 15 minutes takes away one star to a 4.But I do like the fact the battery works on many other B&D; products, which is a plus.",4.0,This works very well,1389571200,"01 13, 2014",1,2014,55,65,battery,longevity,battery,longevity
A1HRYC60VTMYC0,B008U4R1VY,Ace,"[0, 2]","Arriving in a huge corrugated (and wrapped with sheet plastic) cardboard box, with the words ""Team Lift"" (great idea) on the outside, the table was somewhat well-protected during transit. A deep dent on the bottom of the box caused me some concern, which was allayed when I saw the Masonite squares within the box, reinforcing each corner - nothing within was damaged.The table arrived dent-free. However, while unpacking the table from the box, sheet metal screws were raining down on me. I thought that the plastic bag holding the hardware must have had a hole in it, but NO -- these were screws that were holding the resin planks to the metal bars(under the table) running perpendicular to the table. And since the planks are made of resin and the sheet metal screws are screwed directly into the planks, some screws had come loose and fallen out, some to the point of almost losing their ""grip"" in these resin planks. THIS will impact the longevity of this table for sure. I believe a threaded insert in the resin and then a round headed bolt with a Phillips slot-head screwed through the metal bars, and then into that threaded insert would have been much much sturdier and better in the long-term. So, Three Stars for this -- had the slats been more securely fastened, I would have initially given this table Four Stars.That being said, the table is handsome - and I am glad I have a 14 foot long balcony -- as this table is large -- wicker woven on a steel structure, surrounding faux wood planks. It is heavy -- and large enough to hold some plants as decor while still leaving plenty of room for food, be it potluck or pizza. The hole in the middle of the table -- for the umbrella -- is a great touch. The FOUR wicker-on-steel table legs (which I have yet to assemble onto the table) seem heavy enough to hold the table up, but I think SIX legs might be better than four -- more needs to be said about this, and once I attach the legs, I will be better able to judge this. I DO wonder if, when I add the patio umbrella (also sold by Strathmore Furniture), should a gust of wind twist it to and fro (despite the weighted base) would that make this Four-legged table fall over? To be determined, at a later date (mid-late Spring)......One plank seems to be longer than the other -- It is not flush with the edge of the table -- I took it apart and repositioned it to make it sit flush with all the others.I also keep a big heavy tarp nearby, to cover the table against inclement weather, as per the initial instructions. The biggest test, other than the screws' ability to retain their grip on the planks long-term, will be in the summer with its significant heat and humidity, and how THAT affects the table (warping? Mildew?).UPDATE-- Summertime!! The heat and humidity have been pretty bad for about 2 weeks. Things are better now. I have two fans on my balcony -- one of which is trained on the underside of this table. It helps. So far nothing has warped or mildewed.",3.0,Looks nice on my balcony,1361836800,"02 26, 2013",2,2013,530,45,table,screws,table,screws
A1W415JP5WEAJK,B00I3BUSHS,Alex S,"[1, 1]","Beyond BBQ, this are a perfect tool for anyone cooking a Thanksgiving meal. Have you ever wanted to keep track of your food but still be with your friends? Just add the app to your phone, and it goes right with you.While we have used many variations of meat thermometers and alarms, this one is unique because in addition to having two probes which can be set separately, it also will connect with an app on your newer Bluetooth devices to monitor your food away from the kitchenI received a free sample to test for my review, so I put it through a few extra tests in order to write my review.I used boiling water to test the probe temperature along with my digital probe. Both probes on the thermometer measured within one degree of my own probe and one another.While these weren't slow by any means, they were slower in registering temperature than the digital probe that I use.After downloading the software, I was able to monitor the temperature in the living room on my iPhone.Overall, I was very impressed. I have chosen four stars (instead of five) because I found some of the instructions and documentation difficult to understand. Also, unless the app feature is important to you, I would recommend a standard thermometer just for the price.A nice device, and I appreciate being able to multitask.",4.0,Beyond BBQ,1404777600,"07 8, 2014",7,2014,229,75,thermometer,instructions,thermometer,instructions
A281387UUS2IN5,B000BPAVBW,Beantown Jim,"[9, 11]","This product is a great supplement to the physical weeding you have to do with a weedeater or other device.  What you have to do is to spray the plant on Monday to let the toxin be carried to the root center.  Then, on Wednesday, if you insist on whacking the weed and not just spraying, you can go and tear it down.  It's crucial that the intact plant have 1 or 2 days to take in this product.  If you cut if down and then spray it, you may well be spraying to no effect.  It must be absorbed by a functioning leaf to really take effect.  It does work, but you must take care.  It's impossible to have a spray just for weeds; plants are plants, so if you misfire onto your prized shrub, you'd better spray water promptly to ensure its viability.",4.0,Great if carefully used,1338336000,"05 30, 2012",5,2012,143,75,Herbicide,Precision,herbicide,precision
A13AZ6US51ZT3V,B0014NJDQ4,April,"[0, 0]","Products arrived packaged very well, quickly and with moist soil. I repotted them and they are still growing with no issues. Looking forward to kiwis.",5.0,Kiwi,1373760000,"07 14, 2013",7,2013,25,90,kiwis,,kiwis,
A2CZ98V784SRJ0,B009QAQ6WG,L. Perry,"[0, 0]","Toxix, sprays across large area. Would not repurchase.",3.0,Wold not repurchase.,1404950400,"07 10, 2014",7,2014,8,20,spray,coverage,spray,coverage
A3H8DWU2Y45605,B008U4R8YO,"Doglady ""Countryside Dog Lodge & Rescue""","[7, 8]","Looks great, just as pictured, light weight, I received it in a timely manner. Noticed some rust on the plastic it was wrapped in. So I anticipate that if placed outside it will rust when it rains, so watch out for your floors. Worst of all, the cushion will not stay in place. Keeps sliding off, so I ended up using it without the cushion on it. I may return it.Update~ I returned it. No good without the cushion.",3.0,Cushion doesn't stay put,1362960000,"03 11, 2013",3,2013,79,35,Chair,Rust,chair,rust
AAA0TUKS5VBSA,B001B1KGCO,Nerd Alert,"[0, 0]","I've tried various ant poisons, and Terro is the only kind that worked.  This probably has a lot to do with my local ant population rather than Terro being the ideal solution in all cases, so I would not splurge on a massive amount right away.  This is the first time I've used a shaker bag, and I was impressed.  In the past, I've used a spreader, but the shaker actually works well for spot or perimeter treatment.  I would like longer-term treatment, but so far, Terro seems to be the best.",5.0,Convenient Shaker,1375660800,"08 5, 2013",8,2013,92,75,Terro,duration,terro,duration
A1S7BFT0HDF3HA,B000BWY8KK,"loce_the_wizard ""loce_the_wizard""","[3, 4]","Perhaps the squirrels in my yard have developed a fondness for ""putrescent egg"" or find the allure of bird seed and budding leaves offsets the supposed repellent tastes and odor of ""Deer Off."" I've followed the direction, applied this product twice to the same plants, shrubs, and area. I coated the bird feeders and ground around them with Deer Off, and I also liberally applied it to the aerial access points via tree limbs and trunks, bushes, even stairs.The squirrels remain undeterred. They continue raiding the raised beds, climbing to the bird feeders, and generally seem unperturbed. If they were wearing clothes pins on their noses or had tiny gas masks, then that would be one thing. So I still have to dispatch the Aussies to chase the squirrels when I catch the varmints in the act.This repellent does work during the time I am actually spraying it on stuff to the point it coats surfaces and drips to the surrounding ground. I think, however, that my presence may be the deterrent during those moments of respite from the rodents' continual engorgement.",1.0,Epic Fail,1375228800,"07 31, 2013",7,2013,182,20,Deer-Off,ineffective,deer-off,ineffective
A314KKDIJWCNMV,B000XTH2FY,bmac32,"[0, 0]","Nice and heavy for a spray nozzle. Good grip but needed to be adjusted so water wasn't coming out when shut off, about a full turn but it was almost turned to take it off. For what I need too many spray patterns but very good for watering flowsers or small trees.",5.0,Had to Adjust it,1369353600,"05 24, 2013",5,2013,52,65,nozzle,leakage,nozzle,leakage
A1H8UMB0BB6SGC,B000XTH1GY,Nick Panaccio,"[0, 0]","I bought this because of other reviews on Amazon, and I'm glad that I did. This gun was considerably cheaper than others, and does a very good job. It's a piece of cake to change the ratio, and appears to be durable.",4.0,Decent foaming gun,1347408000,"09 12, 2012",9,2012,42,85,gun,,gun,
A3NGOG8Z78AZSD,B00D2SPZAM,Edward Barnett,"[35, 37]","We live in an area that loses power frequently, and when there's a big storm we can lose power for days at a time, so we have quite a collection of solar lanterns and chargers.  This Goal Zero Nomad 7 has become one of my instant favorites.  The craftsmanship and attention to detail are excellent.  The case has nine hanging loops, which provides a lot of options if you're using it while camping, and the case seals with a magnetic closure, which I find more convenient and less bulky than velcro.The Nomad 7 has two standard panels, each about the size of a half sheet of notebook paper, so it's about the size of a pad of paper fully opened.  It has three different outputs on the back:  A USB port, a dedicated cable to feed into a Guide 10 battery charger, and a 12v DC female socket (i.e., a ""cigarette lighter"" socket like in your car).  The 12v DC out is not included on any of my other portable solar panels -- it's a nice addition.  The panel also has an input to chain it to other Nomads.  The output/input connections are all in a single block, which is covered by a zippered mesh pouch on the back of the panel so you can keep all of your charging cables neatly stored with the panel.  The port labels are printed right on the case so you can't lose them -- a handy and smart detail.The Nomad 7 can charge some devices (like my phone) directly, but it won't charge my iPad directly.  To charge an iPad, you need to use the Nomad 7 to charge a battery pack (Goal Zero recommends the Guide 10 battery charger; I use an Anker 5V/2A external battery, which doesn't have removable batteries but is smaller and works great), then dump the charge from the external battery pack to your iPad.  This isn't just because the Nomad 7 doesn't pump out enough power, it's also because the iPad doesn't like power that fades in and out, which happens frequently as clouds cross the sun.  My Instapark 10w solar panel also needs an intermediate battery to charge my iPad reliably, even though the 10w panel is sufficient to charge the iPad directly on a completely clear, sunny day when the panel output doesn't fluctuate.Because it has two panels instead of three, the Nomad 7 is a bit smaller and lighter than the Instapark, and the 7w output seems to charge up an external battery pack very quickly.  During outages around the house, I'll use both, but for camping I would probably take the Nomad 7, both because it's a bit smaller/lighter and also because the build quality seems top notch.",5.0,Excellent Quality Solar Panel for Mobile Devices ... Will Also Need a Battery,1385769600,"11 30, 2013",11,2013,444,85,Nomad7,,nomad7,
A30TUN35ZE3NEU,B000WEMFSO,,"[0, 0]",It's long enough to reach the back of the grill.  Fairly stiff.  For heavy stuff I think I shall need a bladed scraper.  The bristles do not come out and leave dangerous bits on the grate.  Knocks off the easy stuff.,4.0,Maybe I also need a scraper.,1383177600,"10 31, 2013",10,2013,41,65,scraper,,scraper,
A1JH8VRRB8A9RZ,B003Y3E55G,Sly,"[0, 0]","Perfect for starting your plants just be careful how you handle it because it easily cracks but nothing that will cause the dome not to work, it's a good investment for the price.",4.0,Handle With Care.,1378339200,"09 5, 2013",9,2013,33,75,dome,cracks,dome,cracks
AC57A1QMUXK10,B000UGT94C,"Pam Smith ""Pam""","[9, 9]","These are so easy and work so well for me. I start the seeds in the Jiffy Pellets and transplant the whole thing into the 3 inch pot with Jiffy seed starter soil and in the spring, I plan the whole pot in the ground, or put the transplant pot into a ceramic pot for inside.",5.0,Jiffy Pots,1314921600,"09 2, 2011",9,2011,55,90,Jiffy,,jiffy,
A28WXDXJA1P0MC,B007PNBTW8,T. Casto,"[0, 0]",This feeder is easy to open and fill even when still on the tree. The birds seem to like it. It was a little weird to hang though. It is pretty and elegant.,5.0,The birds love it,1352678400,"11 12, 2012",11,2012,33,75,feeder,hanging,feeder,hanging
A96JD9312DHWC,B0096DD8II,"TorridlyBoredShopper ""T(to the)B(to the)S""","[0, 0]","Well, I'm setting here wondering what positive to say on this item. Its poorly built, flimsy and  reeks of the words ""fire hazard."" The way it is put together is easy enough, unfortunately in all the wrong ways. That's terribly disappointing, too, because I had high hopes for this item, imagining myself enjoying it while taking to the summer - when it finally comes. The cost, to me at least, seems astounding, considering how flimsy the build on it is. Really, the wind moves it around outside, causing it to shift back and forth every few minutes.It looks cool anyhow; and considering that's all I can do with it and feel safe, I guess that's a mild something.",2.0,Not safe - at all.,1366848000,"04 25, 2013",4,2013,117,20,item,flimsy,item,flimsy
A1C6RZG7XQZBUZ,B000WEOQV8,"C. Beard ""I have not gone where I intended to...","[0, 0]","This is a must have for any one who grills or smokes with charcoal.  Ball up some newspaper and shove in the bottom, fill with coals, light and let sit for 10 minutes or so, your coals will be perfect.  I have had 2 of these for years and they work great.",5.0,Must have,1388102400,"12 27, 2013",12,2013,50,90,Chimney,,chimney,
A1KJL47ZCIK0JA,B0001WV010,Pig,"[0, 0]",First year with a mat for the seeds and jeez - what a difference.  The starts were popping up so fast.  I think the mats really made a difference.  I am very excited for that and plan on using them every year.  I hope they last.,5.0,wow.. what a difference,1362614400,"03 7, 2013",3,2013,45,90,mat,,mat,
A1RFZGWX46N8H7,B00GBVCJ1U,"FlamingoNut ""Tracey""","[0, 0]","We figured this bag would be the perfect amount for the front of the house, but we actually had some left over and did some of the back yard.  I have to say, our lawn greened up fast, and even though the amount of rainfall we've had so far in NJ could have had lots to do with that happening; I'll never know.  Despite this, I have never seen the lawn come in so green & lush over the last 16 years.  I'm extremely happy with the results, and will continue to use.",4.0,"Impressed; lawn greened up nicely, and thicker than ever.",1399852800,"05 12, 2014",5,2014,91,90,fertilizer,,fertilizer,
A3S09ELON58M3T,B004INGS8S,Emmett Robichaux,"[0, 0]","So far so good. I just put two of these into operation and they both are operating as they should. Really too soon to tell how long they will last, but it seems a good buy so far.",5.0,works as advertised.,1396137600,"03 30, 2014",3,2014,38,70,,,,
A27CTW0GPEE0AZ,B00AA8WPGY,Firefly,"[0, 0]","Garden safe take root rooting hormone is an excellent product! I have never used a rooting hormone before and have not had too many failures,but this product makes the job easier ,the cuttings root more quickly and it is not as risky. I now feel more confident that I will get more plants.It hurts if you lose even a few plants so I am glad I tried this.I think its great and I recommend you try it.",5.0,Love it !!!!,1394582400,"03 12, 2014",3,2014,77,90,hormone,,hormone,
A3OXHLG6DIBRW8,B00710D0Y0,"C. Hill ""CFH""","[1, 1]","This &#34;Tomcat 4 Count Mouse Killer I&#34; is used to attract and poison mice, sending them out of the house to die. I should note that we do not have these where children or pets are a concern, so they work well for my needs (your requirements may be different).We can see that critters have been nibbling at the bait in the units we set in our shop, home, and detached garage.Highly Recommended, with the caveats above.CFH",5.0,Works Very Well - Highly Recommeded,1403740800,"06 26, 2014",6,2014,76,75,Bait,,bait,
A3K6IR2LH4KJ5V,B002XHJF9A,L. Lambert,"[0, 0]","I would like to start off by saying that I knew that these were one time use traps when I purchased them.  I was looking at my options, and wanted to see how they worked, so I purchased these in addition to a couple other types for comparison.  If these were reusable traps, I might like them better, but since they are single use traps, they are a little pricey per mouse for me.  I prefer to reset the trap and try to catch another mouse. I do believe they are a good trap, and look forward to catching a mouse to test them out, but since they are not reusable, I do not think I will purchase these again.",4.0,"Good trap, just not a reusable one",1321142400,"11 13, 2011",11,2011,120,40,traps,reusability,traps,reusability
A344M4952B9D8Y,B001CMO9NE,Just a shopper,"[0, 0]",My birds are picky eaters - they eat this - but prefer the expensive bird store mixes.  THe price is such on this - they will continue to get this and will eventuially eat it.  lol  Price is super good!!,4.0,Birds are too spoiled,1393200000,"02 24, 2014",2,2014,37,65,food,preference,food,preference
A15XI2BEGGFEOW,B003CM1D2M,"James ""James S.""","[0, 1]",This is a great little porch grill. When you've got a small grilling job or you're just limited on space this little guy does the trick. Product design was well thought out. The handle for the lid is insulated so you won't burn yourself and the bottom of the grill clamps to the lid so you pick up the whole thing for easy portability. Rugged construction should last several years. My only complaint is that i wish the base were a little wider and that it came with an ash/drip pan for the bottom. Other than that it's perfect.,4.0,great little porch grill,1287619200,"10 21, 2010",10,2010,99,85,grill,base,grill,base
A1MS8EOFY6WM63,B0001Q2EMU,D. M. Harman,"[0, 0]","Purchased as part of the cordless homecare package this trimmer is by far the best unit for our subdivision home. As the homecare package has three batteries and a three bank charger we're never out of power. It will do medium to light trimming and edging without skipping a beat. Light and easy to use, just pick-up and go. The cordless broom cleans up the mess in and flash and your done!Gone are the years of frustration and struggle weilding a gas powered unit, or getting sore yanking the cord trying to start it. Or (ok, I admit it) throwing the gas powered units on the ground in frustration and disgust.",5.0,Perfect unit for our home,1189382400,"09 10, 2007",9,2007,111,90,trimmer,,trimmer,
A19HT7YC1UW3D6,B000WEOQWC,"Amazon Customer ""retrogamer""","[0, 0]",I purchased the web kettle 22 1/2 charcoal grill and the grill did not come with no cover.  My smoker did my not my grill.  Good thing i had purchased an extra one and now goes well with my grill.  Side thought:  Why would weber not include one in the grill?,5.0,Great,1353801600,"11 25, 2012",11,2012,49,40,grill,cover,grill,cover
AW6J9IILGOZY3,B006QYSF5G,Katawampas,"[0, 0]","We are overrun with gophers this year.  We have fewer moles; maybe the gophers overran them too.  I set the trap in a gopher tunnel where I had seen them popping their heads out & mocking me as they destroyed the soil behind/under my rock walls.  Within an hour of setting the trap, I had a gopher.  I reset the trap & the next day, I had another.I had been using Victor brand rat traps with a dab of peanut butter as bait.  That also works very well but is more tricky to set; you can hurt your fingers if you are not very careful.  This trap is easy to set and is also safer to use if you have dogs/cats outside.  They could get caught in a rat trap.  With this trap, the action takes place underground so unless you have a ""digger"", they should be okay.The trap seems to be well made and durable so can be used over & over.",5.0,It took care of gophers...,1376438400,"08 14, 2013",8,2013,160,75,trap,safety,trap,safety
A1X3ESYZ79H59E,B0017M5V9A,chaos,"[1, 1]","I have used the pantry moth traps made by this company for several years and they have always worked well for me. This trap is just as easy to set up. You just open the packet with the attractant in it and drop it onto the sticky, inside surface of the trap. The attractant (female moth pheromone) lures the male moths and they get stuck onto the adhesive.Keep in mind that if you have a moth problem, you still have to take the proper steps to clean your closets, clothing, etc, to get rid of the larvae/eggs which are not affected by these traps.Treating a moth infestation is an ongoing battle but these traps really help in that fight.",5.0,effective traps,1379376000,"09 17, 2013",9,2013,119,75,trap,infestation,trap,infestation
A914TQVHI872U,B004X5XX20,An Educated Consumer,"[2, 6]","Well constructed, this unit charges easily and efficiently.Charge lasted during trimming of several bushes and had the power to cut thru even thicker limbs than anticipated. Unit still had power upon completion.The blower/sweeper easily dislodged debris behind bushes and resulted in a fine cleanup.Safer and easier to use as there were no wires to manipulate.All in all an excellent product for the average homeowner.Have not yet used the string trimmer as our gardener does the string timming with grass cutting.Update...second use, unit easily cut thru and trimmed...90 minutes and still power left.",5.0,"Powerful, maneuverable, and safer...",1311206400,"07 21, 2011",7,2011,92,90,unit,,unit,
A343C98QJO0JBE,B000SP2JLU,"Editor of Lillian's Diaries ""Sheryl Jones""","[0, 0]",The Perky-Pet 336 Squirrel-Be-Gone Wild Bird Feeder has turned out to be a great feeder. I have not seen a squirrel even come close to the seeds. The unit is easy to fill and the spring adjustment is useful also. Great product.,5.0,Ha-Ha No More Stealing Squirrels,1364601600,"03 30, 2013",3,2013,41,90,Feeder,,feeder,
A3N4CUW4UYC9I3,B006QYSF5G,MH,"[0, 0]","My mom has always had problems with moles in her yard.  Years ago, she tried the typical things -- the little spinning flag things that create vibrations and electronic devices.  Of course, those didn't work.  We have never tried chemical options because of our dogs.  The only time our current dogs are loose in the yard is when we are with them, so the Sweeney's Deadset trap is okay.  (the dogs don't stray far from our sides)  There is NO WAY I would have used this setup with the dogs we had in the past.  It would be extremely easy for a dog or child to get injured (quite severely) if their curiosity took over for even a minute.  Anyhow, setup was not just an easy 2 step procedure.  You want to make sure to read the instructions thoroughly.  There is prep work that goes into placing the ""trap"" successfully.  If you don't mind trial and sometimes error during the initial setup work, then I highly recommend this trap.  You also can't be too squeamish when emptying the trap.  I won't empty it solely for that reason.  I may not be a good daughter because of this, but I tell my mom it's her yard when it's time to empty the trap.",4.0,"More of a killing machine than a ""trap""",1379289600,"09 16, 2013",9,2013,210,40,trap,safety,trap,safety
A1KI3173CO6TK2,B007TULFRQ,"M. Buehl ""Informed Mama""","[0, 0]","My hopes with this product was to attract insect eating birds that do not usually visit our feeders.The problem is tray. The water holding portion is so narrow, covered by the bottle itself, that the larger birds don't even attempt it. :( This could've been easily resolved with a base of a greater diameter. Larger birds will choose a bird bath, everytime. I liked this concept as a cleaner water option that required less attention than a bird bath which dirties easily.I like that the bottle itself is small, requiring it to be filled more frequently. This helps insure it is refilled with fresh water and not growing green slime. Which, I also put a dash of apple cider vinegar in the waterers to help keep things from getting funky. The smaller bottle also isn't too heavy when filled. It's still plenty easy to lift to a feeding station. A note, you will need a narrow hook to fit the loop, it does not come with one for hanging nor did it fit on my station's hook.Overall, this hasn't been what I had hoped. No new insect eating birds attracted. It does offer a clean water station for small birds, like finches and sparrows though. Not necessarily the birds I was hoping to attract more of though.",3.0,"Good concept, tiny tray.",1368057600,"05 9, 2013",5,2013,216,35,feeder,design,feeder,design
